[WARN] Hardware modules not available - running in simulation mode
=== REIP Node - Robot 2 [SIM (unique ports)] ===
Trust Model: Three-tier confidence-weighted
  Personal: 1.0, ToF: 1.0, Peer: 0.3
  Suspicion threshold: 1.5, Recovery: 0.1

  Logging to: logs/robot_2_20260226_081005.jsonl
Initializing hardware...
  Hardware: SIMULATED
[INFO] Position socket listening on port 8102
[INFO] Peer socket listening on port 8202
[INFO] Fault socket listening on port 8302
Ready!

=== Detection Bounds: T1=2 cmds, T3=8 cmds | Impeachment: T1=8 cmds, T3=32 cmds ===
Running... Press Ctrl+C to stop

[ELECTION] New leader: 2
[R2] pos=(0,0) state=leader leader=2 trust=1.00 susp=0.00 cov=0.0%/0.0%
[ELECTION] New leader: 1
[R2] pos=(1714,758) state=follower leader=1 trust=1.00 susp=0.00 cov=0.5%/0.5%
[R2] pos=(1562,574) state=follower leader=1 trust=1.00 susp=0.00 cov=2.6%/13.0%
[R2] pos=(1322,686) state=follower leader=1 trust=1.00 susp=0.00 cov=4.7%/22.4%
[R2] pos=(1644,952) state=follower leader=1 trust=1.00 susp=0.00 cov=7.8%/35.4%
[R2] pos=(1809,964) state=follower leader=1 trust=1.00 susp=0.00 cov=10.4%/44.8%
[R2] pos=(1925,1194) state=follower leader=1 trust=1.00 susp=0.00 cov=12.0%/56.8%
[R2] pos=(1925,759) state=follower leader=1 trust=1.00 susp=0.00 cov=13.0%/64.1%
[R2] pos=(1824,437) state=follower leader=1 trust=1.00 susp=0.00 cov=15.6%/75.0%
[R2] pos=(1925,215) state=follower leader=1 trust=1.00 susp=0.00 cov=17.2%/85.9%
[R2] pos=(1362,427) state=follower leader=1 trust=1.00 susp=0.00 cov=20.8%/95.3%
[R2] pos=(687,236) state=follower leader=1 trust=1.00 susp=0.00 cov=23.4%/98.4%
